Date,Open,High,Low,Close,Volume,Stock,SMA_10,SMA_20,EMA_10,RSI,MACD,Volatility,Return,Future_Close,Target,Avg_Sentiment,News_Count,Sentiment_Normalized,Sentiment_Change,Return_lag_1,Close_lag_1,Return_lag_2,Close_lag_2,Return_lag_3,Close_lag_3,Return_lag_5,Close_lag_5,ML_Prob,Final_Signal,Reason
2022-03-24,3287.680425506592,3339.394706650704,3283.2376141207724,3331.975341796875,1879046,TCS.NS,3249.964916992188,3196.526806640625,3259.336446446473,67.66107462759892,3.7185978253569374,45.510961807663854,0.0100880237504927,3294.2998046875,0,0.0,0.0,0.5,0.0,0.0030937367643679,3298.697998046875,0.0204731082303581,3288.524169921875,-0.012538191548406,3222.548583984375,0.0172515210035335,3248.494384765625,0.4641504,🟢 BUY,"Uptrend (SMA crossover), Positive momentum (MACD)"
2022-03-25,3340.904847554434,3358.320753023483,3262.80031885229,3294.2998046875,1690133,TCS.NS,3257.6510009765625,3202.908898925781,3265.693420672114,65.15732271171514,6.733077950275856,45.896156502810165,-0.0113072676849574,3294.52197265625,1,0.0,0.0,0.5,0.0,0.0100880237504927,3331.975341796875,0.0030937367643679,3298.697998046875,0.0204731082303581,3288.524169921875,0.0046089560871536,3263.466552734375,0.48471132,🟢 BUY,"Uptrend (SMA crossover), Positive momentum (MACD)"
2022-03-28,3283.237276284264,3299.2313956274616,3253.203831019655,3294.52197265625,1760990,TCS.NS,3267.296362304688,3216.5061279296874,3270.934975578321,69.72380528454988,9.035842695793235,41.9485956015202,6.744011836268271e-05,3292.43408203125,0,0.0,0.0,0.5,0.0,-0.0113072676849574,3294.2998046875,0.0100880237504927,3331.975341796875,0.0030937367643679,3298.697998046875,-0.012538191548406,3222.548583984375,0.48344484,🟢 BUY,"Uptrend (SMA crossover), Positive momentum (MACD)"
2022-03-29,3283.015235801748,3307.228556100982,3279.6831275036875,3292.43408203125,2689063,TCS.NS,3272.83662109375,3224.7075439453124,3274.8439040243084,61.656797973063725,10.570475165121024,41.15844734414282,-0.0006337461526525,3315.714111328125,1,0.0,0.0,0.5,0.0,6.744011836268271e-05,3294.52197265625,-0.0113072676849574,3294.2998046875,0.0100880237504927,3331.975341796875,0.0204731082303581,3288.524169921875,0.47032946,🟢 BUY,"Uptrend (SMA crossover), Positive momentum (MACD)"
2022-03-30,3321.445293769234,3321.445293769234,3293.188974207488,3315.714111328125,1583455,TCS.NS,3285.0677001953127,3232.5868896484376,3282.2748508068203,61.101825380726936,13.509457640098844,32.10918357025497,0.0070707654935076,3323.177978515625,1,0.0,0.0,0.5,0.0,-0.0006337461526525,3292.43408203125,6.744011836268271e-05,3294.52197265625,-0.0113072676849574,3294.2998046875,0.0030937367643679,3298.697998046875,0.5392801,🟢 BUY,"Moderate ML signal, Uptrend (SMA crossover), Positive momentum (MACD)"
2022-03-31,3323.222450010069,3336.2397987692148,3305.628876005545,3323.177978515625,2168110,TCS.NS,3292.5360595703123,3241.1970458984374,3289.7117831175124,63.44940020557283,16.253533512772265,31.33336705765401,0.0022510587272888,3339.883056640625,1,0.0,0.0,0.5,0.0,0.0070707654935076,3315.714111328125,-0.0006337461526525,3292.43408203125,6.744011836268271e-05,3294.52197265625,0.0100880237504927,3331.975341796875,0.55553645,🟢 BUY,"Moderate ML signal, Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-01,3330.331013312687,3343.659445863298,3312.604241407199,3339.883056640625,1387014,TCS.NS,3300.1777099609376,3250.72021484375,3298.833832848987,68.16116887201675,19.55082387868152,32.74272220661274,0.0050268382352671,3350.190673828125,1,0.0,0.0,0.5,0.0,0.0022510587272888,3323.177978515625,0.0070707654935076,3315.714111328125,-0.0006337461526525,3292.43408203125,-0.0113072676849574,3294.2998046875,0.55773145,🟢 BUY,"Moderate ML signal, Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-04,3342.7710924712337,3358.7652125309046,3320.6459798290102,3350.190673828125,1472994,TCS.NS,3312.9419189453124,3261.649548339844,3308.1714402997395,65.63929806376379,22.733629680278227,22.3471046158972,0.0030862209881885,3389.686767578125,1,0.0,0.0,0.5,0.0,0.0050268382352671,3339.883056640625,0.0022510587272888,3323.177978515625,0.0070707654935076,3315.714111328125,6.744011836268271e-05,3294.52197265625,0.7613185,🚀 STRONG BUY,"High ML confidence, Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-05,3351.656266029568,3408.1689027818647,3351.656266029568,3389.686767578125,2314947,TCS.NS,3323.0581787109377,3276.306359863281,3322.9924088958096,77.44100527059858,28.1188937877364,31.20665165967069,0.011789207718398,3336.86279296875,0,0.0,0.0,0.5,0.0,0.0030862209881885,3350.190673828125,0.0050268382352671,3339.883056640625,0.0022510587272888,3323.177978515625,-0.0006337461526525,3292.43408203125,0.38733068,⚖️ HOLD,"Uptrend (SMA crossover), Positive momentum (MACD), Overbought (RSI)"
2022-04-06,3384.8006895873013,3384.8006895873013,3315.35941000287,3336.86279296875,2051729,TCS.NS,3326.874658203125,3283.210546875,3325.514296909072,62.432975894336,27.80379625308524,30.21440014656608,-0.0155837333156056,3273.595947265625,0,0.0,0.0,0.5,0.0,0.011789207718398,3389.686767578125,0.0030862209881885,3350.190673828125,0.0050268382352671,3339.883056640625,0.0070707654935076,3315.714111328125,0.6456332,🚀 STRONG BUY,"High ML confidence, Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-07,3328.109318430052,3328.109318430052,3269.0199392615564,3273.595947265625,2494829,TCS.NS,3321.03671875,3285.5008178710937,3316.0745969739,51.254650887115886,22.193144723943533,34.46089326469265,-0.0189599781676481,3274.928955078125,1,0.0,0.0,0.5,0.0,-0.0155837333156056,3336.86279296875,0.011789207718398,3389.686767578125,0.0030862209881885,3350.190673828125,0.0022510587272888,3323.177978515625,0.4439883,🟢 BUY,"Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-08,3278.7942871496307,3292.122719211214,3236.587585621282,3274.928955078125,2296773,TCS.NS,3319.0996337890624,3288.3753173828127,3308.593571174668,57.19334973057209,17.650758596707874,36.60831538383589,0.0004071998603289,3284.48095703125,1,0.0,0.0,0.5,0.0,-0.0189599781676481,3273.595947265625,-0.0155837333156056,3336.86279296875,0.011789207718398,3389.686767578125,0.0050268382352671,3339.883056640625,0.41032955,🟢 BUY,"Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-11,3278.794246196316,3298.6536964936704,3248.67207688702,3284.48095703125,2291660,TCS.NS,3318.0955322265627,3292.695947265625,3304.209459512228,49.3429201942236,14.652743882493724,37.48455674808817,0.0029167050901406,3279.771728515625,0,0.0,0.0,0.5,0.0,0.0004071998603289,3274.928955078125,-0.0189599781676481,3273.595947265625,-0.0155837333156056,3336.86279296875,0.0030862209881885,3350.190673828125,0.44440657,🟢 BUY,"Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-12,3272.574288568642,3322.333767297896,3241.78569787856,3279.771728515625,4483476,TCS.NS,3316.829296875,3294.832958984375,3299.766235694664,46.86859253490427,11.76122416632188,38.64366893166051,-0.0014337816468515,3253.870361328125,0,0.0,0.0,0.5,0.0,0.0029167050901406,3284.48095703125,0.0004071998603289,3274.928955078125,-0.0189599781676481,3273.595947265625,0.011789207718398,3389.686767578125,0.58657086,🟢 BUY,"Moderate ML signal, Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-13,3293.9001325191025,3296.43262160667,3248.183649923165,3253.870361328125,1621672,TCS.NS,3310.644921875,3297.856311035156,3291.421531264384,36.75399676383444,7.295551517140666,43.48705723351913,-0.0078973079017369,3134.891357421875,0,0.0,0.0,0.5,0.0,-0.0014337816468515,3279.771728515625,0.0029167050901406,3284.48095703125,0.0004071998603289,3274.928955078125,-0.0155837333156056,3336.86279296875,0.6211894,🚀 STRONG BUY,"High ML confidence, Uptrend (SMA crossover), Positive momentum (MACD)"
2022-04-18,3207.7089734177675,3207.7089734177675,3129.959794699193,3134.891357421875,3820792,TCS.NS,3291.816259765625,3292.176159667969,3262.9614996566547,28.80929183751228,-5.777537639464299,70.08500399309602,-0.0365653792850205,3084.9990234375,0,0.0,0.0,0.5,0.0,-0.0078973079017369,3253.870361328125,-0.0014337816468515,3279.771728515625,0.0029167050901406,3284.48095703125,-0.0189599781676481,3273.595947265625,0.65481865,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-04-19,3154.3958182118126,3166.4358794399823,3055.898611311743,3084.9990234375,3170014,TCS.NS,3266.3278564453126,3283.252783203125,3230.604685798626,25.39645771098637,-19.934160770721064,93.1984354332184,-0.0159151716266832,3160.4375,1,0.0,0.0,0.5,0.0,-0.0365653792850205,3134.891357421875,-0.0078973079017369,3253.870361328125,-0.0014337816468515,3279.771728515625,0.0004071998603289,3274.928955078125,0.62411284,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-04-20,3109.9671328571008,3171.411111008341,3092.1958920979173,3160.4375,2640370,TCS.NS,3247.3525390625,3280.1472290039064,3217.8470156534213,36.77783571058941,-24.780478076312647,93.54304063177575,0.0244533226718632,3224.281005859375,1,0.0,0.0,0.5,0.0,-0.0159151716266832,3084.9990234375,-0.0365653792850205,3134.891357421875,-0.0078973079017369,3253.870361328125,0.0029167050901406,3284.48095703125,0.48303306,🔴 AVOID,
2022-04-21,3181.0525434049096,3237.9205218344946,3169.856573377936,3224.281005859375,2280996,TCS.NS,3230.811962890625,3276.935070800781,3219.0168320545035,41.529460405977936,-23.20212247138352,79.08508813786742,0.0202008443006307,3209.9755859375,0,0.0,0.0,0.5,0.0,0.0244533226718632,3160.4375,-0.0159151716266832,3084.9990234375,-0.0365653792850205,3134.891357421875,-0.0014337816468515,3279.771728515625,0.3263479,🔴 AVOID,
2022-04-22,3182.0303466809823,3213.929644546312,3173.500062343697,3209.9755859375,1581465,TCS.NS,3218.1232421875,3272.4989501953123,3217.3729691241388,39.643987430120816,-22.84228052429353,69.81515292814329,-0.0044367782758011,3152.795654296875,0,0.0,0.0,0.5,0.0,0.0202008443006307,3224.281005859375,0.0244533226718632,3160.4375,-0.0159151716266832,3084.9990234375,-0.0078973079017369,3253.870361328125,0.25419885,🔴 AVOID,
2022-04-25,3161.5036053093327,3184.6062173773603,3139.3784982178163,3152.795654296875,1960694,TCS.NS,3206.043212890625,3263.5399658203123,3205.6316391555456,34.06488748040108,-26.86140425190252,69.60092740299056,-0.017813198296935,3151.108154296875,0,0.0,0.0,0.5,0.0,-0.0044367782758011,3209.9755859375,0.0202008443006307,3224.281005859375,0.0244533226718632,3160.4375,-0.0365653792850205,3134.891357421875,0.62659967,🟢 BUY,High ML confidence
2022-04-26,3176.743043452235,3188.072211434104,3126.094998356819,3151.108154296875,1943469,TCS.NS,3193.6611328125,3256.380383300781,3195.718278272151,32.79049723066636,-29.838792878924323,66.94778892172451,-0.0005352392558966,3164.34765625,1,0.0,0.0,0.5,0.0,-0.017813198296935,3152.795654296875,-0.0044367782758011,3209.9755859375,0.0202008443006307,3224.281005859375,-0.0159151716266832,3084.9990234375,0.47412542,🔴 AVOID,
2022-04-27,3150.841554226717,3170.7897321857427,3115.5656783516138,3164.34765625,1727648,TCS.NS,3181.647802734375,3249.8716674804687,3190.014528813578,29.594471207522048,-30.77531893655396,59.16633466100613,0.0042015384127871,3184.873291015625,1,0.0,0.0,0.5,0.0,-0.0005352392558966,3151.108154296875,-0.017813198296935,3152.795654296875,-0.0044367782758011,3209.9755859375,0.0244533226718632,3160.4375,0.48108864,⚖️ HOLD,Oversold (RSI)
2022-04-28,3188.160927515036,3202.733259696587,3143.777292437707,3184.873291015625,1703660,TCS.NS,3172.157958984375,3244.493627929688,3189.07975830486,35.381513637445934,-29.5209759640884,48.29012325390492,0.0064865296090599,3151.463134765625,0,0.0,0.0,0.5,0.0,0.0042015384127871,3164.34765625,-0.0005352392558966,3151.108154296875,-0.017813198296935,3152.795654296875,0.0202008443006307,3224.281005859375,0.45838907,🔴 AVOID,
2022-04-29,3196.157851471607,3219.4826064343897,3142.710928301958,3151.463134765625,2051115,TCS.NS,3161.917236328125,3236.2810791015627,3182.2403722068166,37.537393598893495,-30.867004892052137,39.00150863510847,-0.0104902623109837,3147.642333984375,0,0.0,0.0,0.5,0.0,0.0064865296090599,3184.873291015625,0.0042015384127871,3164.34765625,-0.0005352392558966,3151.108154296875,-0.0044367782758011,3209.9755859375,0.40393412,🔴 AVOID,
2022-05-02,3127.6496864948044,3152.573897085291,3103.5253119643658,3147.642333984375,1324161,TCS.NS,3163.192333984375,3227.504296875,3175.949819802736,37.07710321839285,-31.874618446173827,38.22037712510719,-0.0012123894895359,3091.974365234375,0,0.0,0.0,0.5,0.0,-0.0104902623109837,3151.463134765625,0.0064865296090599,3184.873291015625,0.0042015384127871,3164.34765625,-0.017813198296935,3152.795654296875,0.62990034,🟢 BUY,High ML confidence
2022-05-04,3144.1773953249044,3150.35285932751,3079.134684624468,3091.974365234375,2305825,TCS.NS,3163.8898681640626,3215.108862304688,3160.681555335761,32.12901085123174,-36.74156539374917,36.66684055647634,-0.0176856080975165,3121.8740234375,1,0.0,0.0,0.5,0.0,-0.0012123894895359,3147.642333984375,-0.0104902623109837,3151.463134765625,0.0064865296090599,3184.873291015625,-0.0005352392558966,3151.108154296875,0.5288736,⚖️ HOLD,Moderate ML signal
2022-05-05,3120.7190662444004,3139.2899275277423,3096.950029855675,3121.8740234375,1612262,TCS.NS,3160.0335205078127,3203.6930297851563,3153.625640445168,35.99679381835708,-37.75083524936417,39.02251907870866,0.0096700860587046,3050.078369140625,0,0.0,0.0,0.5,0.0,-0.0176856080975165,3091.974365234375,-0.0012123894895359,3147.642333984375,-0.0104902623109837,3151.463134765625,0.0042015384127871,3164.34765625,0.54347444,⚖️ HOLD,Moderate ML signal
2022-05-06,3073.536321944704,3087.309034575563,3042.8809293147265,3050.078369140625,2010812,TCS.NS,3142.6132568359376,3186.712609863281,3134.798863844342,33.28712290851777,-43.83865345337881,45.50037000024923,-0.0229976141759303,3061.185791015625,1,0.0,0.0,0.5,0.0,0.0096700860587046,3121.8740234375,-0.0176856080975165,3091.974365234375,-0.0012123894895359,3147.642333984375,0.0064865296090599,3184.873291015625,0.4442518,🔴 AVOID,
2022-05-09,3019.3344236783305,3070.87103244035,2973.884552897204,3061.185791015625,2481830,TCS.NS,3127.73427734375,3172.928759765625,3121.4146687845755,42.65608656096292,-47.222663652212304,45.35227733112734,0.0036416840915893,3055.54296875,0,0.0,0.0,0.5,0.0,-0.0229976141759303,3050.078369140625,0.0096700860587046,3121.8740234375,-0.0176856080975165,3091.974365234375,-0.0104902623109837,3151.463134765625,0.66219324,🟢 BUY,High ML confidence
2022-05-10,3051.32229870956,3078.690055200708,3040.6595533442382,3055.54296875,1622685,TCS.NS,3118.0090087890626,3162.026110839844,3109.4379960510164,46.78121251702074,-49.78594334881564,49.60865232458864,-0.0018433452429402,3031.7744140625,0,0.0,0.0,0.5,0.0,0.0036416840915893,3061.185791015625,-0.0229976141759303,3050.078369140625,0.0096700860587046,3121.8740234375,-0.0012123894895359,3147.642333984375,0.46981147,🔴 AVOID,
2022-05-11,3052.211345927517,3064.162464870448,3005.25074397707,3031.7744140625,1841769,TCS.NS,3106.075634765625,3149.8683837890626,3095.317344780377,34.150675109951976,-53.12291678021347,54.83912148541588,-0.0077788317593922,3028.796875,0,0.0,0.0,0.5,0.0,-0.0018433452429402,3055.54296875,0.0036416840915893,3061.185791015625,-0.0229976141759303,3050.078369140625,-0.0176856080975165,3091.974365234375,0.6928304,🟢 BUY,High ML confidence
2022-05-12,3001.562535570194,3065.272389696811,2976.771741721447,3028.796875,2807195,TCS.NS,3092.520556640625,3137.0841796875,3083.2227139112174,21.671312030466225,-55.36948977241764,55.58271114186168,-0.0009821110200973,3034.350830078125,1,0.0,0.0,0.5,0.0,-0.0077788317593922,3031.7744140625,-0.0018433452429402,3055.54296875,0.0036416840915893,3061.185791015625,0.0096700860587046,3121.8740234375,0.73902404,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-05-13,3052.21101624816,3056.56488405373,3005.250419370082,3034.350830078125,2187823,TCS.NS,3077.468310546875,3124.813134765625,3074.336916850656,23.886899217433538,-56.05558342363929,47.60243740032039,0.0018337165902302,3000.4970703125,0,0.0,0.0,0.5,0.0,-0.0009821110200973,3028.796875,-0.0077788317593922,3031.7744140625,-0.0018433452429402,3055.54296875,-0.0229976141759303,3050.078369140625,0.75138396,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-05-16,3034.440105114655,3047.7685389584967,2991.4337786855167,3000.4970703125,1195813,TCS.NS,3062.3717041015625,3112.144470214844,3060.9114902073547,25.667337833610404,-58.65489594167093,45.41682381436773,-0.0111568377097494,3066.961181640625,1,0.0,0.0,0.5,0.0,0.0018337165902302,3034.350830078125,-0.0009821110200973,3028.796875,-0.0077788317593922,3031.7744140625,0.0036416840915893,3061.185791015625,0.6286388,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-05-17,2994.454423948811,3080.644951878495,2977.0385191605064,3066.961181640625,1754076,TCS.NS,3054.3035888671875,3108.7479614257813,3062.0114341043127,38.86141941555302,-54.72098209980322,34.420970864971416,0.0221510335689822,3064.473388671875,0,0.0,0.0,0.5,0.0,-0.0111568377097494,3000.4970703125,0.0018337165902302,3034.350830078125,-0.0009821110200973,3028.796875,-0.0018433452429402,3055.54296875,0.54790914,⚖️ HOLD,Moderate ML signal
2022-05-18,3078.8680530656147,3105.524919325924,3059.3641559719827,3064.473388671875,1866781,TCS.NS,3051.5534912109374,3107.7216796875,3062.459062207505,36.39225537593812,-51.21371135396885,32.096964519606786,-0.0008111589359663,2898.44580078125,0,0.0,0.0,0.5,0.0,0.0221510335689822,3066.961181640625,-0.0111568377097494,3000.4970703125,0.0018337165902302,3034.350830078125,-0.0077788317593922,3031.7744140625,0.45155802,🔴 AVOID,
2022-05-19,3018.446184840041,3025.5546833618905,2870.056278196448,2898.44580078125,4642963,TCS.NS,3029.2106689453126,3094.6220947265624,3032.638469220913,22.0546431843225,-61.12658360587011,50.30673329188221,-0.0541781790321176,2926.035400390625,1,0.0,0.0,0.5,0.0,-0.0008111589359663,3064.473388671875,0.0221510335689822,3066.961181640625,-0.0111568377097494,3000.4970703125,-0.0009821110200973,3028.796875,0.7129296,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-05-20,2941.140958181892,2944.6062640779983,2905.6429407592427,2926.035400390625,3065125,TCS.NS,3016.8063720703126,3079.709814453125,3013.256093069952,27.753427509121707,-65.99559997563301,59.11186762849845,0.0095187564321328,2951.58154296875,1,0.0,0.0,0.5,0.0,-0.0541781790321176,2898.44580078125,-0.0008111589359663,3064.473388671875,0.0221510335689822,3066.961181640625,0.0018337165902302,3034.350830078125,0.6936161,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-05-23,2936.5204567843207,2966.820298209671,2902.932761610268,2951.58154296875,2293690,TCS.NS,3005.845947265625,3066.790112304688,3002.042538506097,31.44707994205858,-67.02040085766976,60.12149960905335,0.0087306334621632,2921.592529296875,0,0.0,0.0,0.5,0.0,0.0095187564321328,2926.035400390625,-0.0541781790321176,2898.44580078125,-0.0008111589359663,3064.473388671875,-0.0111568377097494,3000.4970703125,0.60143834,🟢 BUY,High ML confidence
2022-05-24,2945.716906382836,2954.3361333164494,2910.5744447313305,2921.592529296875,1711510,TCS.NS,2992.4509033203126,3055.229956054688,2987.4152641044207,33.05345024025364,-69.45182827060944,62.68610062951246,-0.0101603202335083,2833.613037109375,0,0.0,0.0,0.5,0.0,0.0087306334621632,2951.58154296875,0.0095187564321328,2926.035400390625,-0.0541781790321176,2898.44580078125,0.0221510335689822,3066.961181640625,0.35397547,🔴 AVOID,
2022-05-25,2945.610548394838,2945.610548394838,2821.4473232796554,2833.613037109375,3548046,TCS.NS,2972.634765625,3039.3552001953126,2959.451222832594,24.29836885042853,-77.58362601056933,78.26043489028851,-0.0301135395525787,2886.660400390625,1,0.0,0.0,0.5,0.0,-0.0101603202335083,2921.592529296875,0.0087306334621632,2951.58154296875,0.0095187564321328,2926.035400390625,-0.0008111589359663,3064.473388671875,0.73147774,🟢 BUY,"High ML confidence, Oversold (RSI)"
2022-05-26,2854.50145711165,2899.6761119484217,2845.153478156193,2886.660400390625,2813186,TCS.NS,2958.4211181640626,3025.470837402344,2946.216527843145,34.92551941828036,-78.83885023442008,79.81881721159172,0.0187207507117361,2917.388427734375,1,0.0,0.0,0.5,0.0,-0.0301135395525787,2833.613037109375,-0.0101603202335083,2921.592529296875,0.0087306334621632,2951.58154296875,-0.0541781790321176,2898.44580078125,0.46178067,🔴 AVOID,
2022-05-27,2910.1425040806,2933.1323360554616,2888.6733595010373,2917.388427734375,3103153,TCS.NS,2946.7248779296874,3012.0965942382813,2940.975055096096,37.19879923948356,-76.47260093241539,75.93105967173946,0.0106448362750228,3019.322021484375,1,0.0,0.0,0.5,0.0,0.0187207507117361,2886.660400390625,-0.0301135395525787,2833.613037109375,-0.0101603202335083,2921.592529296875,0.0095187564321328,2926.035400390625,0.4556377,🔴 AVOID,
2022-05-30,2949.323666345896,3029.475224891386,2939.7968210238773,3019.322021484375,2094624,TCS.NS,2948.607373046875,3005.489538574219,2955.219958075783,47.24742471935462,-65.6157645028402,77.62673587670322,0.0349400144255596,3009.571044921875,0,0.0,0.0,0.5,0.0,0.0106448362750228,2917.388427734375,0.0187207507117361,2886.660400390625,-0.0301135395525787,2833.613037109375,0.0087306334621632,2951.58154296875,0.46516016,🔴 AVOID,
2022-05-31,3000.446485475332,3026.612000510551,2974.3705125505267,3009.571044921875,4840965,TCS.NS,2942.868359375,2998.585974121094,2965.1019738659816,48.27594574172153,-57.139793755277424,69.61223839273202,-0.003229525202385,3001.3857421875,0,0.0,0.0,0.5,0.0,0.0349400144255596,3019.322021484375,0.0106448362750228,2917.388427734375,0.0187207507117361,2886.660400390625,-0.0101603202335083,2921.592529296875,0.43769187,🔴 AVOID,
2022-06-01,3030.7269440021355,3030.7269440021355,2987.833434858042,3001.3857421875,1493835,TCS.NS,2936.5595947265624,2994.05654296875,2971.6990226517123,47.88864718165352,-50.50086881499692,59.48974648668928,-0.0027197572717834,3062.03662109375,1,0.0,0.0,0.5,0.0,-0.003229525202385,3009.571044921875,0.0349400144255596,3019.322021484375,0.0106448362750228,2917.388427734375,-0.0301135395525787,2833.613037109375,0.48591155,🔴 AVOID,
2022-06-02,3001.2073805929103,3070.0875499835674,2993.424859678505,3062.03662109375,2657939,TCS.NS,2952.9186767578126,2991.0646728515626,2988.1240405502645,51.96566802135938,-39.8856766690933,69.49572060482286,0.0202076254490519,3077.377685546875,1,0.0,0.0,0.5,0.0,-0.0027197572717834,3001.3857421875,-0.003229525202385,3009.571044921875,0.0349400144255596,3019.322021484375,0.0187207507117361,2886.660400390625,0.47704655,🔴 AVOID,
